product_type,region,line_speed,workers_active,energy_usage,waste_amount,package_weight_avg,machine_vibration,disruption_flag
Carrot,South,44.676022686740076,23,421.255269095045,2.8251212572050197,1.6525141095347446,2.9615885413797938,1
Tomato,North,14.103520560747267,36,546.5732928020059,3.8644833201971074,2.0653062447803676,2.1768094541269334,0
Tomato,East,16.615562991831794,40,615.183850074674,5.315300675026521,1.340534693909145,3.743769020829434,0
Potato,South,18.136989547095233,22,513.8436133841973,2.811598361463524,2.2960776377767758,5.610166158195562,1
Cucumber,West,29.800418517448225,30,426.7946028991392,4.689679158546677,1.909209944062676,3.09926168822572,0
Carrot,South,33.59484817080754,25,211.8574923546175,3.5568844153887365,1.7467560566223328,2.530960942842686,0
Carrot,West,13.401755449359257,23,397.5120578259634,4.079224062067852,2.1298264155380946,3.151558749694186,0
Carrot,North,14.970089797062379,24,310.7557117071421,6.328310520858155,1.891207276801003,5.649308483613406,0
Potato,North,18.75930426710507,28,387.8562458088421,1.9677070824747505,1.1011561095115323,1.5445199145810653,1
Cucumber,East,17.318764670217263,22,612.6916349945845,7.669572729189984,1.3431661138779623,3.1344959051399814,0
Apple,South,28.155223198453374,30,273.149780778582,1.8376630486465755,1.9513474739605141,4.064280314579797,0
Potato,South,11.493960819549255,31,396.52012212261786,3.385145884297946,1.9333292747049442,4.672576717018658,0
Carrot,North,24.450773996146253,27,357.2328678403956,0.8941522362410914,2.111726171055926,1.8387696979518109,0
Tomato,South,17.024370751752965,28,433.9940386148254,3.9519504601715436,2.0676012158615147,3.3948477169663405,1
Cucumber,North,16.60250265259332,26,386.18407421982516,4.407819271220152,1.6914185574713825,2.5057841507646574,0
Apple,South,26.789061040112475,25,640.9704813777735,4.899227324242192,2.5053682371254196,1.6691916410078753,0
Tomato,West,12.230598434097274,28,265.0729529004968,1.9136750515426526,1.8264638896283039,4.667894433805021,0
Cucumber,North,25.018765717445817,31,503.46504039821895,5.729681002596804,1.8705912202575599,3.956192512061542,0
Apple,East,17.91979151640398,34,391.3910688687783,4.58205264977488,2.2859133181200693,3.9665591436658936,0
Apple,West,44.31401511472031,25,465.82531905276244,5.691158994786046,2.6346942381487906,1.1489766532635368,1
Apple,West,10.807141929924086,23,378.1315937710799,0.7144140816211069,3.3836376098625855,1.6237855215314996,0
Apple,East,16.613577547960496,30,622.5535384772753,5.931112453790433,1.9276803286501891,3.4100081892258154,0
Carrot,South,15.53182070954881,22,437.77954641062166,4.218482267565296,2.6932366553608653,2.549010340589342,0
Cucumber,West,10.92224947867412,28,388.8259526558126,5.069929631058153,2.2325972230683058,3.67570877167392,1
Cucumber,North,34.39510688540914,25,647.4392408146009,4.702078563095568,1.7963327036883843,4.124298780337826,1
Carrot,North,28.518314302658652,26,339.72450697678056,2.13073766591165,2.2081365869538514,4.002393660856762,0
Carrot,East,18.584670323364545,24,336.24774755588174,3.3365916217954825,2.3609384470164017,4.3873510916776794,0
Cucumber,North,9.940283841858466,13,413.0075048516294,4.901074290747466,2.286505622382753,4.4223557012658405,0
Apple,South,8.139549242570675,26,538.7705401001888,1.128949492316564,1.9644516254834374,1.320128294143269,0
Tomato,West,24.28269642689996,25,508.3009222764099,7.100361742272775,1.77711978149957,0.8557751554194559,0
Carrot,East,16.329965283886306,31,357.3911548962065,0.5160392001156793,1.565213707042679,1.4869846453416975,1
Cucumber,East,17.55654097795864,21,301.47090044105204,7.1038365967527834,1.3839759616891505,3.6861248720224937,0
Potato,East,7.634916185940588,17,460.7588570221524,3.0998394681095283,2.3575933093415413,1.8787627298127652,0
Cucumber,South,32.32906117763182,26,494.42291178237593,0.8002396919615777,2.3775598871903525,4.617412785455286,0
Apple,North,7.491884626277352,21,416.89402763118835,0.8264660798452779,1.9360921961549773,2.9362118220851823,0
Potato,North,43.57193534820154,28,443.73862706459823,3.2731490783015107,1.8058172996485302,2.5371866550100077,1
Apple,South,21.50601399488431,24,1502.7524797313288,1.7022770663550988,2.3425957354739606,4.999730549448291,0
Carrot,North,23.308002448357797,16,1382.710831723187,0.9138451801186647,1.0179163838143088,9.076582444967476,0
Tomato,West,12.630131223639152,21,278.89290593693397,5.612738222634751,2.540795356254029,1.581841149004275,1
Potato,South,12.235821968490818,25,490.3260210938162,4.021717110558206,1.7089332538459694,9.290913499803205,1
Carrot,East,4.944061635218986,28,627.4789758305782,1.3502870484995346,2.6331758657379716,4.8229170608870495,1
Apple,South,19.405295472151536,33,582.1938486978198,1.4604085195776726,1.8404746831699246,2.2384116946088186,0
Potato,West,36.08470936038157,27,366.57929158880097,3.9331972074409416,1.5984041813993686,2.1412862246742117,0
Potato,East,27.051236471741277,15,440.0760967608952,1.4162110500171412,2.2560224273634377,7.010552714786048,0
Cucumber,East,14.730306574378337,16,289.7161998235766,1.692260030087283,1.289409644520275,6.044036382123285,0
Carrot,North,4.132234708313395,25,283.3556741168528,9.869650320970342,2.1694104927904143,3.7930899128826696,0
Potato,North,27.263240840572337,30,255.85721534892897,5.042818567680011,1.5766255139064085,2.2104542994825183,0
Tomato,North,14.077065727018612,27,702.3077580889695,4.371393140823326,2.5335423576857363,3.7591762356739036,0
Tomato,North,16.82367180647587,24,352.723039005278,4.793325976322274,2.3657931304601254,5.8205133551504105,1
Cucumber,West,5.525901082895876,23,345.60003709140966,1.2585524213051538,2.1489162362361314,5.913864607800041,0
Potato,West,16.25441125558863,27,337.4192356240741,5.296570426572258,2.1067879386873543,4.911322136998848,0
Cucumber,West,16.215117936342512,14,581.7317233914766,4.793415605326714,1.3928467271764058,5.772800998548674,1
Cucumber,North,24.959306258398367,25,472.3958545685013,8.254672224072833,2.4750856924895306,4.679948128031118,0
Cucumber,North,6.419005057104067,25,485.77501178564614,1.1782655337557604,1.1781048695828447,5.082522193563353,0
Potato,North,17.537537046941722,20,438.9927235245345,2.4092953592329427,2.0263962668760813,3.6504030394278635,0
Potato,East,15.344578195662756,26,473.4363651175708,2.96924635142601,2.1636572806031036,4.214181111439366,0
Apple,East,29.690070337496095,26,354.6269050665688,1.7137513227324928,2.0377306933960266,4.7631139317564655,1
Cucumber,South,39.060318835623974,22,355.98701070062185,4.001604301672095,2.2332787646418257,0.9762959028164983,0
Cucumber,North,14.904551059616589,27,508.6244420001901,1.230883392514,1.6992709369563201,1.9842802619228035,0
Cucumber,South,8.827395992258987,23,441.9332583056947,9.47342350044066,2.3189775555269097,3.2291381557648706,0
Cucumber,North,15.579910304689344,21,304.0918977059606,7.905666199256662,1.8592787915798885,2.4622986202665964,1
Tomato,North,15.934213016197628,30,304.1771992455759,3.921754394820651,2.74842696834811,9.178893953390036,0
Potato,East,35.20183938698918,23,216.06322241482954,4.480870291978116,2.1464782615078914,11.03462300103476,0
Cucumber,West,20.9928636658521,31,610.8192665080198,11.49855786829804,2.543910555296759,4.740144397397289,1
Potato,West,25.130832771928453,17,286.71209781151225,2.6691272032296673,1.5387256328706782,5.332653550543317,1
Carrot,East,22.50233268075061,27,337.0660909139452,0.8715748954940533,1.410401643756847,2.4469798242606897,1
Cucumber,South,35.07808724156863,34,257.51341897820566,4.964032594844485,2.5116756217285383,4.169584184015738,1
Potato,East,14.920252941680536,29,476.10122506324996,5.8336426119163844,1.7972681004002464,2.763476797279447,0
Apple,South,27.72606233667982,30,248.6647935818403,7.926584915728893,2.3507408180196623,3.3950851823824943,0
Cucumber,North,106.87748118238865,27,1857.7880702368268,7.947606500535007,2.5689729011580296,5.457208291629069,0
Carrot,North,16.65553002328048,24,603.7446847997157,3.2821252435020223,2.4607437190527843,1.858927622083233,0
Cucumber,North,19.91118478350647,30,566.8810904033245,2.9067828883053157,1.9687877248667711,5.455021602760683,0
Potato,East,14.75170844305544,22,551.242833642318,4.011643960004986,2.47678049230269,3.4870108489405096,0
Tomato,West,9.776245790263532,16,404.13368827123986,7.391748127245443,2.223488877643144,3.318683387735536,1
Tomato,West,17.33881061774928,22,281.54428753013053,4.608439311946772,2.3503022089779515,2.6195471424536856,0
Cucumber,West,18.943498006147696,20,266.9517047675784,8.41034874875233,2.264999518527005,4.019828742362466,0
Tomato,East,21.940062987338948,25,384.1788295878197,1.376224031112033,0.9706537003851381,2.1332413949899975,1
Potato,East,24.295463420754043,18,319.34740898095015,3.5552898374824977,2.3914864465268852,2.9433073756459067,0
Potato,East,20.39846982364651,23,415.1095574220975,1.0831297038027783,1.5718864884883137,1.708367155202438,0
Tomato,East,10.379552245217505,22,276.779432168103,5.424117794291926,2.529798754991806,3.4320873903405036,0
Cucumber,West,33.553872973016496,21,574.2849119386043,3.834136925689118,1.2023828845154432,8.258448566800716,1
Potato,West,17.203604193222027,32,387.2004694955142,1.3776721710195112,1.7519867900780446,4.401787918037329,0
Cucumber,West,13.910139780766864,23,313.3676266174858,2.8401987033209704,1.8253152404825823,4.540522394300495,0
Carrot,South,13.168077702796417,35,431.41835620869216,2.8644742842676574,1.7898747617968704,2.8444723088446797,0
Carrot,North,11.321855511826236,24,381.8134539327063,0.8439482299037858,2.0582439193331927,3.8692975004999077,1
Potato,East,5.648847817061993,16,536.3623459412031,1.0192377302706628,1.7690931199970745,3.050507073241093,0
Carrot,West,18.032076915511315,28,541.859130888401,3.613762567870302,2.082457292453857,4.407956531244323,1
Carrot,South,9.524494001324557,23,601.6719433822964,5.383803967709446,1.9683535478107101,4.256830977251907,1
Cucumber,North,6.686281196147626,33,364.6485992619782,5.882014821810798,1.6328568686404425,2.326457846812824,0
Carrot,North,27.33230530682978,31,545.6280965889481,3.686876676661492,1.9624076434290443,4.4415896754862265,1
Cucumber,East,20.873486196770767,28,261.29451953869454,1.1126283464403888,2.3530703348930215,2.5372817198099624,0
Tomato,North,3.0805688586183573,25,461.06772236351475,3.067844884398322,2.0780226050496835,1.2023045363405966,0
Carrot,West,34.57884994301848,20,191.60658108349867,7.734179709046811,2.2476111046652245,3.6037076798175725,1
Carrot,East,24.554323336026123,33,275.7960992640663,5.973927979710791,1.9785821981666945,2.5150912803891528,0
Carrot,North,29.313396084989765,24,402.0460101456709,8.546458259814038,1.5490777124030042,5.4350031438359565,1
Carrot,North,19.337479456864916,27,435.4052169183314,1.5614324375572892,2.2301650813198015,1.206911789716993,0
Tomato,South,29.490646145745533,30,354.0462668682175,4.613497564627577,2.3930944494031805,1.3239097214513327,0
Tomato,West,16.452821628271266,16,275.3671948178099,0.9756176716669032,1.7152450886707131,5.66458620259177,1
Potato,South,18.653699151202733,35,474.1200416733602,9.246055669804695,2.061808090933421,0.8064951944089468,1
Tomato,South,15.29009787507462,25,482.8090819013132,4.931048927432102,1.4642781300863117,2.8450966422150685,1
Tomato,East,25.185791376581825,22,404.73620125178707,1.9862924649771312,1.3226157331225004,1.7048887454566781,0
Carrot,East,14.700108814847333,23,341.13406418811326,6.014610964038786,2.712745883305012,1.4898501666473065,1
Apple,South,15.355900284931547,28,718.000345590589,2.4809406133902767,1.535823103097679,2.201060038512668,0
Apple,West,17.020998013484842,36,341.04181471454285,1.7303056033217366,2.1646413516492586,3.7249723038965445,0
Tomato,South,18.863601310365983,12,247.45608993055913,5.783096565444164,1.9216610133277499,9.073872183060685,0
Potato,East,19.469254890071777,31,286.8221064385009,3.0598431261624444,2.2293749798871043,2.7133277406786696,0
Tomato,East,24.30553353540635,16,387.9745663819776,2.932820774181079,2.6179498644564476,2.6323011530704097,1
Apple,North,22.0978445742713,23,575.8640328286742,5.370863895442016,2.34080441221327,1.7935875313053256,0
Carrot,East,11.983363358253506,28,200.78709063648006,1.1443302365450587,1.4294932813880536,2.2243617450173576,0
Carrot,East,9.901036710747569,24,339.644169267025,7.555973776236423,2.1400758291725954,4.6496536356866445,0
Potato,North,82.2900481158277,28,900.5484666923185,4.73807380328215,1.3715999892220552,5.007337396410677,0
Apple,North,8.38154059889805,25,515.9061952741171,2.5438413770493034,2.1579352846598256,8.587928813795934,0
Cucumber,West,19.314899168912888,29,392.41403724092174,9.01422218210643,2.3211098221522763,2.7800361114756638,0
Potato,West,19.37980281431471,17,655.7965366294344,4.442554711208298,2.291824578985947,5.272597427775344,0
Carrot,East,44.48767325495847,28,1283.8332695518818,1.8514134871317454,1.5098594591277366,11.235819897245046,0
Cucumber,West,37.95770722764688,23,499.94283838683396,1.82050882449643,1.0863433023741673,3.8102315652407226,0
Potato,South,17.113723645895067,18,388.80283382637793,7.637564110814248,1.9227881629785508,5.352507680607751,0
Potato,South,53.17088754210874,28,1146.3642320101587,4.575658216672058,2.400584480194387,18.749548468459338,1
Tomato,South,19.670171716422438,37,442.3675217825766,6.289739730212572,1.7721395439541117,0.9557232635046171,0
Potato,South,15.372599694993864,31,413.6341595540664,0.4990880283934143,1.9118764194771087,1.587057093936936,0
Cucumber,South,19.778040609578014,19,347.801012995539,3.8998608163491872,1.97600230148651,7.697745457608376,1
Potato,North,9.347889839360402,30,441.5781608566186,0.5154984010562091,2.286869517623761,3.065246767882363,0
Tomato,West,27.735635605439896,22,445.07696649541083,1.315656284528137,2.249486679331277,2.2834894456434154,0
Potato,South,16.446697356299982,31,576.8488754867402,1.8940289436755375,1.991314899438436,3.70893009512949,0
Apple,North,13.415280103567959,29,404.8567576881896,3.7683678851694866,1.9104295308539554,8.123897055720246,0
Apple,North,23.000378531260736,21,347.10567974544614,2.910504204335646,2.6709458964123307,1.6947460628661404,0
Apple,East,28.67737076306586,22,379.6624938876433,0.9006813505411353,2.6964352304368457,7.293479171361849,1
Potato,East,18.836045852444773,29,558.7889326078462,2.666435234384765,1.8901907897694434,7.272276012527862,1
Cucumber,West,29.408594001911304,29,321.05143568678795,6.278193166410152,1.8538104821172618,5.294210894048646,0
Apple,East,13.08840392964642,24,302.66234634261184,8.144417445646804,2.0829201712991816,2.8250746034999024,1
Cucumber,East,18.158702990400247,22,318.6448500010439,6.168010397970531,1.6994967863022796,2.05580373590154,0
Potato,West,9.51565000452539,19,427.7856499173702,0.28432107337560536,2.0024641370663483,5.9484345477165315,0
Potato,North,30.177839935241472,24,338.0482458438803,6.112500684547591,2.1944992235107246,2.0198005692596097,0
Cucumber,South,17.713071440961738,29,238.4553858999421,2.69720132319024,2.3315780130608683,3.6404808506205772,1
Cucumber,East,19.831299578117125,29,205.4216611771056,5.920587781388159,2.5794648954697807,1.9346570201944848,0
Apple,West,17.00683972465471,21,448.5812276830813,4.419166095330775,2.5030178763567736,2.5927254864052696,0
Carrot,North,20.01642292385666,29,628.6381588488772,1.6035636004875407,1.706303762428052,1.2699374340859444,0
Tomato,South,7.840234610730371,31,462.12290466522853,3.3297200000911054,1.6382064629582536,4.606224229323547,1
Cucumber,East,35.51471950476772,33,339.8867931928748,1.445475879036532,2.304855731237737,3.798731984888207,1
Apple,South,6.392174443181123,27,779.6678354695208,4.385145199233956,2.273399633673332,5.00020689766596,0
Cucumber,East,14.063340033985106,12,392.80786235726725,0.9385988155309,2.5221735136865444,1.719876059253335,0
Apple,West,14.845399407809301,24,364.7296892912309,1.2369964261993658,1.7899115734424822,4.493899967376102,0
Apple,North,29.132575785649678,29,252.23433854843472,1.7284349431569643,1.6934428665552066,2.2125116274751964,0
Cucumber,South,6.099155688174857,32,574.8863285819306,4.314573343611758,1.686030047572757,5.363543561031297,0
Potato,East,35.914542059788246,21,293.3410199990805,0.6973773160771553,2.0349683700528716,3.3838657169204884,1
Cucumber,West,5.457750012297405,36,575.3501023595237,6.205225411487652,2.913917189153577,2.093937499409885,1
Potato,North,33.96768467272221,20,420.01297462835,3.0555165667519617,1.3883392755789181,3.1409436371022545,1
Cucumber,North,16.129802459887937,22,432.0925821118105,4.524582627369969,2.018603131993247,3.207159810223253,0
Cucumber,South,76.46488929733152,22,1145.9311893745953,3.9353573393628567,2.1980943349974575,16.661022754913006,0
Cucumber,South,16.077047784933715,26,236.0783911273979,5.828532532883072,2.1755193016088494,1.8030673670291992,0
Cucumber,East,14.594259376743217,32,611.4050279510332,3.4050817408334995,2.525709271188847,2.3830554525603156,0
Tomato,East,22.04373841775847,40,476.3231215195042,8.24774769745989,2.2194119678343194,5.393089725384543,1
Tomato,West,17.643694647455035,25,509.63728757595055,4.763240038277212,2.110841936552303,2.101680111649953,1
Carrot,South,19.344040089324203,32,251.85711984003234,2.241008413313074,2.8122261527090284,1.5386576660894136,0
Carrot,South,9.078538713395226,27,317.84562275837715,2.274319141104716,2.1759051049584652,3.2722728938762953,0
Tomato,South,32.01050590925761,29,673.1859094820124,1.692627888412952,2.179824506698958,1.432600973367875,0
Tomato,South,16.13834855514896,24,371.0445006394302,2.37798961490626,2.211748832937504,2.4471533529165095,0
Carrot,North,8.217304854798053,18,564.9150333229018,1.6088580614504164,1.7460433466154623,2.5942201236793356,0
Potato,East,15.612542976788319,29,235.8574150260071,1.499517811198536,2.1760293305946825,3.4920849673784864,0
Apple,West,26.180921056151885,30,291.71131509522235,5.830389876527941,2.4431591314907486,1.3246175260306465,0
Potato,East,15.565273425912544,24,489.34530279005463,5.939621404111998,2.3492439615784284,3.113292169536269,0
Carrot,East,26.18946881897576,26,676.4838746957304,0.4236760839623854,2.7074800469863303,3.778136662995087,0
Potato,East,21.163583835886865,22,523.2581264906769,1.4727460520520839,1.9613018883866413,2.9810695330813526,1
Cucumber,East,45.58317069861207,27,265.4368570154534,3.072866944913231,1.6984258125894398,3.9656434535051117,0
Carrot,North,24.746690586576953,15,486.95922820876706,3.4353768966786657,1.1383192956063695,6.74718027990963,1
Apple,West,25.559403285901908,20,390.38457073516963,5.11490058711038,1.875105327178498,3.5216127773443113,1
Apple,North,60.04833209119135,24,931.5799563210492,1.0303564028539145,2.407982826261941,12.708242388361654,0
Carrot,South,8.82972394859452,21,505.0594504518311,0.12847413824865495,1.698576553448903,1.4349417417003902,0
Cucumber,East,16.328961438796753,20,409.20793618123827,6.234423868837287,1.860781613143464,2.3526152979501656,1
Tomato,West,16.11592400662188,26,475.8896245455825,2.400294946950286,1.4134613878654552,6.572481523370654,0
Cucumber,East,33.68628725256161,21,1222.2276902766548,4.510177795729809,2.514869654603205,23.206718311834482,1
Cucumber,North,19.344657211723458,12,497.8358624701283,3.253248018402789,2.0023631426214887,1.5061085281625304,0
Apple,West,25.795592947977305,23,377.3755876257142,4.381428501458163,2.1404477085753526,1.8032992591183987,0
Potato,East,20.131486870481524,29,348.8406919380463,8.786885752177685,3.117392356647202,1.9261749310029146,0
Potato,South,11.54317205036735,33,645.0260165144639,3.916416780377413,1.4708276057828613,5.353616881931631,0
Potato,East,7.171756704843842,26,306.2145333494137,6.12140653857864,1.448394659616548,2.551254656050854,0
Apple,East,16.36418417928579,25,458.76174320504754,0.902569863119711,2.4275578117622683,3.7325306368891153,0
Apple,East,4.218004967677477,22,434.9160978743245,0.8335395912385334,2.755696080402039,2.4326718751026584,1
Apple,South,20.746524951269603,25,504.26332271007044,1.9913183002183954,1.6855009140067962,13.200173712612015,0
Tomato,South,31.718526730672124,29,360.3589785116746,1.5569881666077676,2.211995466760149,1.811236314979965,1
Tomato,West,14.147401313558667,24,347.74883733352414,9.264606690887794,2.182822144153946,4.428671614243395,0
Potato,North,23.282747143630402,32,291.5722985929671,6.9910816894402386,2.818182920219703,10.019030216550597,0
Cucumber,East,8.402647515232227,24,436.5519154706932,7.2922469857712136,1.6737250976218505,2.0945591337339162,0
Cucumber,North,22.355901107063687,26,590.7104468462551,4.530675912228669,2.0137340839182065,7.3623641050268,0
Cucumber,West,18.970266344281676,46,643.905578082723,3.3818579625186236,2.0453757073685,1.3815685460625753,0
Potato,South,9.254997502068758,30,190.2353455838943,7.849556162501328,2.1220399659032907,6.938867439662225,0
Cucumber,West,10.82264277483297,29,563.7145821246431,7.387939321349541,2.06844353367843,2.5892093718002895,1
Potato,South,16.4314122434196,33,466.76073909555373,3.1353243577279817,2.230164589976924,2.6457657165668835,0
Apple,East,12.527607404270915,30,480.21298185755506,4.782260206839305,1.9973271599481195,1.9195699305940666,0
Carrot,North,23.68758365729063,25,634.0073024200506,3.2086978631994914,2.462083890458832,1.3361466944057878,0
Potato,West,12.957686302645016,19,501.8965744154918,5.568631197551818,2.577083881696711,2.6079155880009157,0
Tomato,South,23.78243837725007,24,286.3633258868002,0.8387290762547561,2.606947569251283,4.388518478679549,0
Potato,South,23.924643469904694,28,412.4633261948195,2.2101677797904515,2.3531429205015364,11.86255401365229,1
Carrot,West,10.451017178911,28,348.37869324687534,2.9036622520359776,2.0956668842807966,2.2390614027808127,0
Apple,North,30.20669149228383,20,318.3319026149733,2.7176041487054365,1.6829017944845228,3.464440592890344,0
Tomato,North,30.717527355128805,21,323.838481428995,3.990457336439227,1.1571520016068266,1.757897866138418,1
Potato,South,25.959125862253632,20,455.8860727941951,8.987167456471951,2.3691963182944544,4.184529502378247,0
Apple,East,25.341237126080557,23,533.8746608442789,1.6776789337699827,1.860618877340645,4.017156488874684,0
Carrot,East,23.411301279014815,16,410.8848262566797,6.651259767677607,1.2837572007860976,4.7162552065459655,0
Carrot,East,29.382105405281038,22,489.7064708173687,2.2833376423451814,1.8280616055557326,2.360590549626229,1
Carrot,East,15.989775156593911,24,531.0904720566059,0.6727411565970621,1.9329417257091834,4.0428628526734025,0
Cucumber,North,21.11605454124703,24,496.28154962856274,6.164670961919424,1.4187076401355192,4.228838571103737,1
Cucumber,South,15.393573755774552,39,316.94484953961023,7.362806582794496,2.081155157646217,4.902413760772045,1
Potato,South,15.40709346727887,23,400.20282471537934,0.9943268285625384,2.515897495451743,3.6023878833916587,0
Carrot,East,3.086342555500937,17,316.82961892070824,1.2435585939330747,1.6373892492303634,3.216068637411886,0
Tomato,South,23.77197396578691,31,655.5966102820461,0.919066779309757,1.720607912823449,3.8543888130954507,1
Carrot,North,21.701397225306913,31,474.1742279826858,1.8144287174168092,2.110593144909208,4.009849652677255,0
Tomato,West,13.281610491608895,25,725.9580883455934,4.821764090516176,2.3432188896712542,2.376994955098707,0
Tomato,West,23.774423856260995,35,2403.108088243629,1.4603872557834667,2.2040353940928696,13.660257537172127,0
Tomato,South,24.850741730967787,35,559.5823014777833,3.762470917979791,2.270625212637321,5.233481516973273,0
Potato,South,41.06321908206937,38,368.5718384836775,1.921726831588561,2.0325437219157982,6.303328808360932,1
Tomato,South,26.269252160693192,18,368.9278053189438,1.9427562017850812,1.5814917712972076,3.722223319201993,0
Carrot,East,17.074263964947644,23,289.2564618323532,8.076156954613895,1.894850094535211,16.88144840876788,1
Cucumber,East,10.133401774448778,20,309.1431614818567,1.491821281526905,2.057122335389613,3.6070069728554492,1
Apple,South,12.08388421769213,15,316.826507262988,1.0360025079662447,2.520075867556772,2.3911117126041765,0
Carrot,West,23.262587836103975,23,579.1602738613196,4.589636448851093,1.8815246165077824,4.3528728410579145,0
Tomato,North,34.68216108104944,36,288.4585586147018,3.2075660437644387,1.929359283119123,3.89792771266721,0
Potato,South,11.322230876062653,20,379.2282500390553,1.3026491190574572,2.4342761701333586,1.5298216463613072,0
Apple,North,3.6348631540887757,21,491.75636660830787,5.499130375603049,1.7879773047981844,0.798035207533659,1
Apple,North,26.84609597887285,23,559.3842222939153,12.007878977140484,1.8692709432033114,4.0891423148115535,0
Apple,North,17.01915774489826,24,300.6775823680446,3.3251157673721448,2.3599929314026613,4.029744811406451,1
Apple,North,38.33614797796889,27,322.25294595357553,4.30472119245276,2.1219536842350024,3.2384945636168228,0
Cucumber,East,16.447872978250107,34,419.3080385915697,4.481832194380068,3.0028553256891994,2.6492439432945107,1
Apple,South,12.438037467173466,27,434.8870812724006,7.6230944341580145,2.085049345753772,3.5716908963948244,1
Potato,North,32.277933183826846,34,368.1599786353608,0.07376880502295384,2.7583942832815844,2.424649190786039,0
Tomato,North,22.469730811578792,24,336.52991616849755,4.02302643812671,2.272162431851201,5.616217084788718,0
Carrot,West,14.354246633406298,24,390.7099808010753,4.018104733135531,2.232774359231998,4.55774209842486,1
Potato,South,18.045949883760088,28,452.03877843015084,5.443584828957145,1.6359785948727394,5.564599865889118,0
Potato,North,34.71975892305328,25,285.4687546186511,3.8439232088349224,2.0523008497476822,4.528823960513955,1
Apple,East,47.131557692135395,25,782.271985750437,0.4569374422471398,2.2468270805111796,12.727841491722554,1
Tomato,West,22.983772723576827,28,331.0121903544903,1.91484334813255,1.2761249510046466,5.116185820419024,0
Cucumber,West,19.290392059155373,31,390.9562202747792,3.712639724033146,1.38316094581764,1.8350417443836067,0
Potato,West,13.167579045365802,32,314.71965221096366,7.848183624102084,1.9405059865435295,3.1908731734429776,0
Cucumber,West,15.978652467562856,25,402.88873880806847,5.196213940145978,1.8332284864129917,4.286096706749502,1
Cucumber,North,4.5426349228142415,30,293.5895760876203,6.4925867106254085,1.9796222429111168,3.367625791192972,0
Cucumber,East,2.930035672418367,28,535.9192060568953,0.5695713007188971,2.975749721264834,4.297353133729428,0
Potato,West,12.137494260816158,30,546.9860192685874,1.9623178532749213,1.7206408376106428,3.4261018289106886,0
Potato,East,7.384645235859864,30,239.55585348451282,2.7672244011769496,1.9421737481269485,5.547011298162189,1
Potato,North,21.450973589064777,24,347.7926452193918,4.554055614541263,2.3202603769364645,4.404066777964854,1
Cucumber,South,15.042932952594018,21,265.45202806148666,2.8503763315379143,2.130757821727762,6.86897840376166,0
